chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAlleleCopyNumber	minorAlleleCopyNumberDeviation	observedTumorRatio	observedNormalRatio	unnormalisedObservedNormalRatio	majorAlleleCopyNumber	majorAlleleCopyNumberDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	eventPenalty	minStart	maxStart
chr16	10520001	10691000	DIPLOID	125	0.5397	1.5675	0.9376	0.9867	0.9625	0.9058	1.8379	0.5150	0.7840	3.4055	0.0000	0.0000	3.4495	true	NONE	169	0.5397	0.4830	1.5622	10519001	10520001
chr16	10691001	10731000	AMPLIFICATION	2	0.5756	1.7118	0.7857	1.1671	1.1707	1.1018	2.5308	0.9568	1.0030	4.2426	0.0000	0.0000	4.0421	true	NONE	40	0.5965	0.4111	1.7276	10691001	10691001
chr16	10731001	10915000	DIPLOID	91	0.5441	1.5997	0.9154	1.0090	0.9531	0.8970	1.9092	0.3043	0.6636	3.5090	0.0000	0.0000	3.5641	true	NONE	177	0.5441	0.4803	1.5964	10691001	10731001
chr16	10915001	10916000	DIPLOID	0	0.0000	1.9439	0.1911	1.0906	0.9953	0.9368	1.9439	0.1911	0.0000	3.8877	0.0000	0.0000	3.8933	true	NONE	1	0.5000	0.5350	1.4449	10915001	10915001
chr16	10916001	11178000	DIPLOID	11	0.5362	1.9581	0.1434	1.1058	1.0724	1.0092	2.0000	0.1000	0.1305	3.9581	0.0000	0.0000	3.8730	true	NONE	258	0.5053	0.4823	1.4168	10916001	10916001
chr16	11178001	11193000	DIPLOID	0	0.0000	1.9773	0.1000	1.1050	0.9624	0.9057	1.9773	0.1000	0.0000	3.9546	0.0000	0.0000	3.9987	true	NONE	14	0.5000	0.5449	1.4182	11178001	11178001
chr16	11193001	11797000	DIPLOID	433	0.5395	1.6435	0.8755	1.0219	0.9568	0.9002	1.9254	0.2521	0.6084	3.5689	0.0000	0.0000	3.6196	true	NONE	573	0.5395	0.4915	1.5725	11193001	11193001
chr16	11797001	11808000	DIPLOID	2	0.5304	1.5419	0.9516	0.9605	0.9442	0.8865	1.7419	0.7339	0.8940	3.2838	0.0000	0.0000	3.3494	true	NONE	10	0.5304	0.4869	1.5135	11797001	11798001
chr16	11808001	12067000	DIPLOID	76	0.5413	1.4610	0.9530	0.9393	0.8766	0.8223	1.7244	0.7649	0.9300	3.1854	0.0000	0.0000	3.3304	true	NONE	207	0.5413	0.4522	1.4742	11808001	11808001
chr16	12067001	12070000	DIPLOID	3	0.5882	1.3976	0.9133	1.0384	0.8759	0.8210	2.2479	0.7144	0.9574	3.6454	0.0000	0.0000	3.7913	true	NONE	3	0.6166	0.4883	1.6582	12067001	12067001
chr16	12070001	12590000	DIPLOID	616	0.5385	1.8135	0.5784	1.0746	1.0426	0.9762	2.0000	0.1000	0.3653	3.8135	0.0000	0.0000	3.7634	true	NONE	505	0.5245	0.4741	1.4746	12070001	12070001
chr16	12590001	12605000	DIPLOID	52	0.5445	1.7146	0.7812	1.0533	0.9787	0.9136	2.0000	0.1000	0.4798	3.7146	0.0000	0.0000	3.7396	true	NONE	13	0.5384	0.4785	1.5142	12590001	12590001
chr16	12605001	12890000	DIPLOID	424	0.5429	1.4876	0.9643	0.9542	0.9368	0.8733	1.7668	0.6850	0.8954	3.2544	0.0000	0.0000	3.3287	true	NONE	282	0.5429	0.4424	1.5017	12605001	12605001
chr16	12890001	12891000	HET_DELETION	2	0.5756	1.5326	0.9560	1.0761	0.8032	0.7481	2.2878	0.7851	1.0022	3.8204	0.0000	0.0000	4.0516	true	NONE	1	0.5988	0.4270	1.7021	12890001	12890001
chr16	12891001	14095000	DIPLOID	614	0.5398	1.6821	0.8292	1.0463	1.0356	0.9632	2.0000	0.1000	0.5016	3.6821	0.0000	0.0000	3.6403	true	NONE	1175	0.5432	0.4216	1.5272	12890001	12891001
chr16	14095001	14287000	DIPLOID	7	0.5263	2.0000	0.1000	1.1653	1.0788	1.0023	2.2345	0.6877	0.4146	4.2345	0.0000	0.0000	4.1419	true	NONE	184	0.5277	0.3908	1.4938	14095001	14095001
chr16	14287001	14320000	DIPLOID	0	0.0000	1.7655	0.6877	1.0137	1.0117	0.9408	1.7655	0.6877	0.0000	3.5310	0.0000	0.0000	3.5172	true	NONE	32	0.5000	0.5070	1.5876	14287001	14287001
chr16	14320001	14640000	DIPLOID	34	0.5474	1.5501	0.9474	0.9909	0.9580	0.8906	1.8748	0.4104	0.7432	3.4250	0.0000	0.0000	3.4743	true	NONE	283	0.5474	0.4432	1.5700	14320001	14320001
chr16	14640001	14687000	HET_DELETION	3	0.5781	1.0875	0.2938	0.8552	0.8358	0.7767	1.7076	0.7923	0.6279	2.7951	0.0000	0.0000	2.9880	true	NONE	47	0.6109	0.4574	1.3180	14640001	14640001
chr16	14687001	14965000	AMPLIFICATION	3	0.5231	2.8914	0.3602	1.5223	1.3887	1.2909	3.0000	0.1000	0.2407	5.8914	0.0000	0.0000	5.4348	true	NONE	10	0.5092	0.4591	2.1566	14687001	14955001
chr16	14965001	15076000	DIPLOID	13	0.5606	1.6132	0.9044	1.0789	1.0120	0.9406	2.2202	0.6573	0.8755	3.8334	0.0000	0.0000	3.8193	true	NONE	33	0.5792	0.4688	1.6428	14640001	15031001
chr16	15076001	15575000	DIPLOID	68	0.5410	1.4258	0.9334	0.9223	0.9233	0.8578	1.6805	0.8314	0.9548	3.1063	0.0000	0.0000	3.1964	true	NONE	170	0.5410	0.4540	1.4425	15076001	15397001
chr16	15575001	15652000	DIPLOID	6	0.5527	1.5846	0.9265	1.0461	1.0279	0.9548	2.0964	0.3220	0.6901	3.6810	0.0000	0.0000	3.6482	true	NONE	76	0.5695	0.4558	1.6047	15575001	15575001
chr16	15652001	16198000	DIPLOID	408	0.5385	1.4467	0.9457	0.9284	0.9154	0.8488	1.6881	0.8210	0.9514	3.1348	0.0000	0.0000	3.2343	true	NONE	538	0.5385	0.4793	1.4539	15652001	15652001
chr16	16198001	18856000	DIPLOID	872	0.5410	1.6633	0.8531	1.0423	1.0360	0.9583	2.0000	0.1000	0.5156	3.6633	0.0000	0.0000	3.6210	true	NONE	1326	0.5460	0.4305	1.5347	16198001	16632001
chr16	18856001	19055000	DIPLOID	51	0.5375	1.3670	0.8862	0.8898	0.8657	0.7996	1.5887	0.9236	0.9728	2.9557	0.0000	0.0000	3.1135	true	NONE	112	0.5375	0.4627	1.3823	18856001	18931001
chr16	19055001	19067000	DIPLOID	0	0.0000	2.8884	0.3695	0.8753	0.9230	0.8529	0.0000	1.5000	0.0000	2.8884	0.0000	0.0000	2.9788	true	NONE	12	0.0000	0.4485	2.1553	19055001	19055001
chr16	19067001	19972000	DIPLOID	508	0.5431	1.5761	0.9322	0.9961	0.9810	0.9064	1.8730	0.4157	0.7320	3.4491	0.0000	0.0000	3.4714	true	NONE	872	0.5431	0.4501	1.5796	19067001	19067001
chr16	19972001	19985000	DIPLOID	2	0.5161	1.8359	0.5203	1.0705	0.9682	0.8949	1.9585	0.1419	0.3418	3.7944	0.0000	0.0000	3.8318	true	NONE	13	0.5161	0.4195	1.4822	19972001	19972001
chr16	19985001	20911000	DIPLOID	425	0.5357	1.7975	0.6171	1.0711	1.0557	0.9780	2.0000	0.1000	0.3842	3.7975	0.0000	0.0000	3.7321	true	NONE	726	0.5267	0.4254	1.4810	19985001	19985001
chr16	20911001	20912000	DIPLOID	0	0.0000	1.5811	0.9289	0.9343	1.0798	1.0011	1.5811	0.9289	0.0000	3.1622	0.0000	0.0000	3.0685	true	NONE	1	0.5000	0.4060	1.4649	20911001	20911001
chr16	20912001	21342000	DIPLOID	64	0.5337	1.5566	0.9439	0.9723	0.9551	0.8852	1.7820	0.6524	0.8521	3.3386	0.0000	0.0000	3.3913	true	NONE	407	0.5337	0.4340	1.5354	20912001	20912001
chr16	21342001	21583000	AMPLIFICATION	1	0.8286	0.8484	0.4862	1.8046	1.8161	1.6817	6.3535	0.8723	1.1257	7.2020	0.0000	0.0000	6.2434	true	NONE	25	0.8822	0.4362	3.2020	21342001	21558001
chr16	21583001	22419000	DIPLOID	75	0.5421	1.5968	0.9177	1.0043	0.9678	0.8951	1.8904	0.3633	0.6944	3.4872	0.0000	0.0000	3.5250	true	NONE	612	0.5421	0.4460	1.5949	21342001	21583001
chr16	22419001	22699000	AMPLIFICATION	1	0.5056	4.0635	0.2155	2.0237	1.9810	1.8333	4.1555	0.4972	0.3604	8.2190	0.0000	0.0000	7.0667	true	NONE	83	0.5056	0.4274	3.0876	22419001	22614001
chr16	22699001	23118000	DIPLOID	307	0.5417	1.8453	0.4950	1.0814	1.0530	0.9759	2.0000	0.1000	0.3223	3.8453	0.0000	0.0000	3.7831	true	NONE	406	0.5201	0.4274	1.4619	22419001	22699001
chr16	23118001	23155000	DIPLOID	34	0.5436	1.5577	0.9433	0.9884	1.0222	0.9482	1.8554	0.4668	0.7665	3.4131	0.0000	0.0000	3.3870	true	NONE	36	0.5436	0.4230	1.5652	23118001	23118001
chr16	23155001	23825000	DIPLOID	395	0.5417	1.4706	0.9574	0.9444	0.9306	0.8626	1.7383	0.7406	0.9198	3.2089	0.0000	0.0000	3.2904	true	NONE	648	0.5417	0.4619	1.4836	23155001	23155001
chr16	23825001	23831000	DIPLOID	4	0.5447	1.5986	0.9163	1.0093	0.9585	0.8863	1.9120	0.2953	0.6599	3.5106	0.0000	0.0000	3.5593	true	NONE	6	0.5447	0.4007	1.5958	23825001	23825001
chr16	23831001	24280000	DIPLOID	283	0.5410	1.6406	0.8786	1.0231	1.0279	0.9482	1.9336	0.2251	0.5971	3.5742	0.0000	0.0000	3.5414	true	NONE	446	0.5410	0.4353	1.5703	23831001	23831001
chr16	24280001	24293000	DIPLOID	1	0.5000	1.7429	0.7321	1.0040	0.9853	0.9066	1.7429	0.7321	0.7321	3.4858	0.0000	0.0000	3.5031	true	NONE	13	0.5000	0.4173	1.5943	24280001	24280001
chr16	24293001	24535000	DIPLOID	201	0.5352	1.4668	0.9557	0.9329	0.9495	0.8728	1.6889	0.8198	0.9503	3.1557	0.0000	0.0000	3.2150	true	NONE	240	0.5352	0.4503	1.4623	24293001	24293001
chr16	24535001	24583000	DIPLOID	41	0.5435	1.6823	0.8289	1.0463	1.0552	0.9685	2.0000	0.1000	0.5049	3.6823	0.0000	0.0000	3.6175	true	NONE	44	0.5431	0.3861	1.5271	24535001	24535001
chr16	24583001	24723000	DIPLOID	99	0.5467	1.3020	0.8069	0.8719	0.8861	0.8129	1.5703	0.9359	0.9528	2.8724	0.0000	0.0000	3.0061	true	NONE	138	0.5467	0.4370	1.3489	24583001	24583001
chr16	24723001	24833000	DIPLOID	38	0.5343	1.8242	0.5513	1.0769	1.0579	0.9692	2.0000	0.1000	0.3480	3.8242	0.0000	0.0000	3.7562	true	NONE	109	0.5230	0.4110	1.4703	24723001	24723001
chr16	24833001	24920000	DIPLOID	84	0.5423	1.3566	0.8756	0.8916	0.8856	0.8105	1.6074	0.9093	0.9679	2.9640	0.0000	0.0000	3.0984	true	NONE	87	0.5423	0.4619	1.3856	24833001	24833001
chr16	24920001	25329000	DIPLOID	136	0.5365	1.5352	0.9548	0.9666	0.9768	0.8954	1.7770	0.6634	0.8682	3.3122	0.0000	0.0000	3.3394	true	NONE	395	0.5365	0.4443	1.5249	24920001	24920001
chr16	25329001	25331000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	2	1.0000	0.3995	1.8000	25329001	25329001
chr16	25331001	25332000	HET_DELETION	0	0.0000	0.0000	0.1000	0.1563	0.1607	0.1475	-0.4491	2.4470	0.0000	-0.4491	0.0000	0.0000	0.5368	true	NONE	1	1.0000	0.4240	1.9796	25331001	25331001
chr16	25332001	26879000	DIPLOID	1113	0.5410	1.6113	0.9061	1.0093	1.0576	0.9711	1.8991	0.3362	0.6721	3.5104	0.0000	0.0000	3.4428	true	NONE	1497	0.5410	0.4161	1.5959	25329001	25332001
chr16	26879001	27448000	DIPLOID	450	0.5389	1.5914	0.9216	0.9966	1.0089	0.9255	1.8600	0.4537	0.7412	3.4514	0.0000	0.0000	3.4410	true	NONE	557	0.5389	0.4614	1.5806	26879001	26879001
chr16	27448001	27534000	DIPLOID	3	0.5385	1.9660	0.1166	1.1075	1.1046	1.0152	2.0000	0.1000	0.1166	3.9660	0.0000	0.0000	3.8431	true	NONE	80	0.5043	0.5029	1.4136	27448001	27448001
chr16	27534001	27677000	DIPLOID	1	0.5467	1.4622	0.9536	0.9480	0.9538	0.8778	1.7634	0.6919	0.8996	3.2256	0.0000	0.0000	3.2799	true	NONE	142	0.5467	0.4674	1.4902	27534001	27534001
chr16	27677001	28193000	DIPLOID	313	0.5385	1.6450	0.8739	1.0383	1.0209	0.9405	2.0000	0.1000	0.5244	3.6450	0.0000	0.0000	3.6204	true	NONE	504	0.5487	0.4784	1.5420	27677001	27677001
chr16	28193001	28215000	DIPLOID	24	0.5343	1.4588	0.9519	0.9278	0.9988	0.9209	1.6733	0.8408	0.9577	3.1321	0.0000	0.0000	3.1335	true	NONE	21	0.5343	0.4610	1.4528	28193001	28193001
chr16	28215001	29961000	DIPLOID	357	0.5455	1.4090	0.9219	0.9209	0.9063	0.8375	1.6911	0.8168	0.9485	3.1000	0.0000	0.0000	3.2101	true	NONE	715	0.5455	0.5072	1.4400	28215001	28215001
chr16	29961001	30122000	DIPLOID	0	0.0000	1.7979	0.6162	1.0277	0.9911	0.9209	1.7979	0.6162	0.0000	3.5958	0.0000	0.0000	3.6063	true	NONE	133	0.5000	0.5378	1.5617	29961001	29961001
chr16	30122001	30167000	HET_DELETION	1	0.5600	1.1320	0.4304	0.8418	0.7853	0.7302	1.6009	0.9145	0.7532	2.7329	0.0000	0.0000	2.9851	true	NONE	41	0.5858	0.4788	1.2931	30122001	30124001
chr16	30167001	31350000	DIPLOID	110	0.5368	1.5434	0.9508	0.9709	0.9288	0.8693	1.7887	0.6374	0.8526	3.3321	0.0000	0.0000	3.4158	true	NONE	887	0.5368	0.5097	1.5328	30122001	30167001
chr16	31350001	31440000	DIPLOID	22	0.5602	1.4427	0.9436	0.9944	0.9814	0.9237	1.9985	0.1000	0.5846	3.4412	0.0000	0.0000	3.4630	true	NONE	79	0.5807	0.5091	1.5765	31350001	31350001
chr16	31440001	34055000	DIPLOID	100	0.5321	1.7056	0.7954	1.0514	1.0247	0.9646	2.0000	0.1000	0.4765	3.7056	0.0000	0.0000	3.6765	true	NONE	418	0.5397	0.4240	1.5178	31440001	31440001
chr16	34055001	34063000	HET_DELETION	0	0.0000	1.1259	0.4124	0.4956	0.5644	0.5326	0.0000	1.5000	0.0000	1.1259	0.0000	0.0000	1.6375	true	NONE	1	0.0000	0.4700	1.4503	34055001	34062001
chr16	34063001	34064000	HET_DELETION	0	0.0000	0.0000	0.1000	0.2728	0.2691	0.2539	0.0917	1.6697	0.0000	0.0917	0.0000	0.0000	0.9502	true	NONE	1	1.0000	0.4730	1.7633	34063001	34063001
chr16	34064001	34065000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0694	0.0906	0.0855	-0.8525	2.8212	0.0000	-0.8525	0.0000	0.0000	0.2157	true	NONE	1	1.0000	0.4820	2.1410	34064001	34064001
chr16	34065001	34212000	HET_DELETION	1	0.5729	1.0423	0.1447	0.8220	0.7757	0.7323	1.5986	0.9163	0.6078	2.6410	0.0000	0.0000	2.9044	true	NONE	53	0.6053	0.3936	1.2564	34065001	34065001
chr16	34212001	34214000	AMPLIFICATION	0	0.0000	3.8490	0.4847	1.9114	2.1338	2.0150	3.8490	0.4847	0.0000	7.6980	0.0000	0.0000	6.3662	true	NONE	2	0.5000	0.3695	2.8792	34212001	34212001
chr16	34214001	34258000	HET_DELETION	0	0.0000	1.1849	0.5745	0.7636	0.7312	0.6906	1.1849	0.5745	0.0000	2.3699	0.0000	0.0000	2.6856	true	NONE	33	0.5000	0.3702	1.1480	34214001	34219001
chr16	34258001	34763000	HET_DELETION	0	0.0000	0.6539	0.8641	0.5348	0.8018	0.7580	0.6539	1.3832	0.0000	1.3078	0.0000	0.0000	1.5406	true	NONE	103	0.5000	0.3543	1.2769	34258001	34596001
chr16	34763001	34959000	DIPLOID	0	0.0000	0.8281	0.5411	0.6099	0.9007	0.8526	0.8281	0.7989	0.0000	1.6562	0.0000	0.0000	1.7728	true	NONE	42	0.5000	0.3670	1.1375	34055001	34763001
chr16	34959001	35581000	DIPLOID	0	0.0000	1.0133	0.1000	0.6896	1.1202	1.0619	1.0133	0.1000	0.0000	2.0266	0.0000	0.0000	1.8854	true	NONE	432	0.5000	0.4178	1.0106	34959001	34959001
chr16	35581001	35684000	CENTROMETIC	0	0.0000	0.8106	0.5856	0.6023	0.9827	0.9325	0.8106	0.8697	0.0000	1.6212	0.0000	0.0000	1.6414	true	NONE	93	0.5000	0.3927	1.1515	35581001	35581001
chr16	35684001	35913822	CENTROMETIC	0	0.0000	0.9723	0.1000	0.6720	1.0761	1.0206	0.9723	0.1363	0.0000	1.9447	0.0000	0.0000	1.8553	true	NONE	194	0.5000	0.4107	1.0221	35684001	35684001
chr16	35913823	35932000	CENTROMETIC	0	0.0000	1.2311	0.6807	0.7835	1.0118	0.9600	1.2311	0.6807	0.0000	2.4623	0.0000	0.0000	2.4484	true	SGL	18	0.5000	0.3481	1.1849	35913823	35913823
chr16	35932001	35937000	CENTROMETIC	1	0.5636	1.0185	0.1000	0.7927	0.8983	0.8524	1.4865	0.9639	0.5996	2.5050	0.0000	0.0000	2.6245	true	NONE	5	0.5934	0.3550	1.2020	35932001	35932001
chr16	35937001	35962000	CENTROMETIC	0	0.0000	1.1025	0.3414	0.7281	0.8724	0.8278	1.1025	0.3414	0.0000	2.2051	0.0000	0.0000	2.3550	true	NONE	13	0.5000	0.3755	1.0820	35937001	35937001
chr16	35962001	36090000	CENTROMETIC	0	0.0000	0.8447	0.4966	0.6170	0.7723	0.7327	0.8447	0.7296	0.0000	1.6894	0.0000	0.0000	1.9569	true	NONE	97	0.5000	0.3615	1.1242	35962001	35962001
chr16	36090001	36124000	CENTROMETIC	0	0.0000	2.3515	0.8701	1.2662	1.2552	1.1908	2.3515	0.8701	0.0000	4.7031	0.0000	0.0000	4.4033	true	NONE	2	0.5000	0.4503	1.6812	36090001	36122001
chr16	36124001	36126000	CENTROMETIC	0	0.0000	5.4098	0.9225	2.5840	2.5485	2.4179	5.4098	0.9225	0.0000	10.8196	0.0000	0.0000	9.0007	true	NONE	2	0.5000	0.3515	4.1278	36124001	36124001
chr16	36126001	36260000	CENTROMETIC	0	0.0000	1.1513	0.4855	0.7491	0.8329	0.7905	1.1513	0.4855	0.0000	2.3026	0.0000	0.0000	2.4988	true	NONE	74	0.5000	0.3542	1.1210	36126001	36127001
chr16	36260001	37295919	CENTROMETIC	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	1.8000	36260001	37295919
chr16	37295920	46444000	DIPLOID	0	0.0000	0.7744	0.6690	0.5867	0.8517	0.8086	0.7744	1.0075	0.0000	1.5487	0.0000	0.0000	1.7229	true	CENTROMERE	19	0.5000	0.3780	1.1805	37295920	37295920
chr16	46444001	46742000	DIPLOID	11	0.8750	-0.2094	0.9473	0.6512	0.9936	0.9445	2.0578	0.1967	1.0010	1.8484	0.0000	0.0000	1.8559	true	NONE	234	1.1133	0.4097	1.9069	46444001	46444001
chr16	46742001	47052000	DIPLOID	11	0.7955	-0.0177	0.1000	0.6001	0.9288	0.8856	1.6286	0.8905	0.7879	1.6109	0.0000	0.0000	1.6946	true	NONE	299	1.0110	0.4564	1.6585	46742001	46742001
chr16	47052001	47117000	DIPLOID	1	0.8649	-0.1897	0.8708	0.6341	1.0020	0.9576	1.9582	0.1429	0.8767	1.7685	0.0000	0.0000	1.7661	true	NONE	60	1.1073	0.4209	1.8592	47052001	47052001
chr16	47117001	48389000	DIPLOID	30	0.8218	-0.0259	0.1275	0.6787	1.0364	0.9961	2.0019	0.1000	0.1870	1.9760	0.0000	0.0000	1.9332	true	NONE	1160	1.0131	0.4048	1.8111	47117001	47117001
chr16	48389001	48472000	DIPLOID	19	0.8085	-0.0648	0.3171	0.5878	0.8835	0.8526	1.6187	0.8996	0.9838	1.5538	0.0000	0.0000	1.6907	true	NONE	76	1.0417	0.4552	1.6734	48389001	48389001
chr16	48472001	48476000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0192	0.0430	0.0415	-1.0855	3.0543	0.0000	-1.0855	0.0000	0.0000	0.0386	true	NONE	1	1.0000	0.3910	2.2342	48472001	48475001
chr16	48476001	48477000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	1	1.0000	0.3800	1.8000	48476001	48476001
chr16	48477001	48478000	HET_DELETION	0	0.0000	0.2077	0.6292	0.2978	0.4814	0.4649	0.0000	1.5000	0.0000	0.2077	0.0000	0.0000	0.8169	true	NONE	1	0.0000	0.4420	1.7169	48477001	48477001
chr16	48478001	48797000	DIPLOID	141	0.8200	-0.0317	0.1561	0.6650	0.9757	0.9453	1.9439	0.1911	0.2847	1.9122	0.0000	0.0000	1.9407	true	NONE	292	1.0166	0.4266	1.7902	48472001	48478001
chr16	48797001	49677000	DIPLOID	293	0.8077	0.0380	0.1300	0.7005	1.0645	1.0406	2.0390	0.1335	0.2128	2.0770	0.0000	0.0000	2.0012	true	NONE	845	0.9817	0.4558	1.8004	48797001	48797001
chr16	49677001	49924000	DIPLOID	92	0.8149	-0.0262	0.1294	0.6530	1.0075	0.9916	1.8827	0.3866	0.4205	1.8565	0.0000	0.0000	1.8477	true	NONE	234	1.0141	0.5113	1.7636	49677001	49677001
chr16	49924001	49936000	DIPLOID	3	0.8182	-0.0536	0.2630	0.6324	0.9485	0.9351	1.8147	0.5754	0.6859	1.7611	0.0000	0.0000	1.8216	true	NONE	12	1.0304	0.4558	1.7473	49924001	49924001
chr16	49936001	50206000	DIPLOID	53	0.8235	-0.1102	0.5305	0.5823	0.8787	0.8687	1.6386	0.8806	1.1621	1.5283	0.0000	0.0000	1.6709	true	NONE	262	1.0721	0.4337	1.6995	49936001	49936001
chr16	50206001	50213000	DIPLOID	0	0.0000	0.9665	0.1146	0.6695	0.8852	0.8770	0.9665	0.1648	0.0000	1.9331	0.0000	0.0000	2.0679	true	NONE	7	0.5000	0.4237	1.0268	50206001	50206001
chr16	50213001	52945000	DIPLOID	1206	0.8095	0.0202	0.1000	0.6870	1.0270	1.0240	1.9941	0.1000	0.1619	2.0143	0.0000	0.0000	1.9826	true	NONE	2611	0.9900	0.4238	1.7896	50213001	50213001
chr16	52945001	52948000	DIPLOID	2	0.7785	0.0713	0.2414	0.6406	0.9227	0.9208	1.7276	0.7595	0.7792	1.7989	0.0000	0.0000	1.8897	true	NONE	3	0.9603	0.3663	1.6625	52945001	52945001
chr16	52948001	53159000	DIPLOID	117	0.8158	-0.0739	0.3607	0.6005	0.9069	0.9047	1.6865	0.8233	0.9659	1.6126	0.0000	0.0000	1.7219	true	NONE	204	1.0458	0.4270	1.7042	52948001	52948001
chr16	53159001	53461000	DIPLOID	171	0.8103	-0.0116	0.1000	0.6538	0.9502	0.9457	1.8718	0.4193	0.4208	1.8602	0.0000	0.0000	1.9187	true	NONE	275	1.0062	0.3807	1.7534	53159001	53159001
chr16	53461001	53625000	DIPLOID	61	0.8085	-0.0089	0.1000	0.6507	0.9783	0.9710	1.8547	0.4687	0.4598	1.8458	0.0000	0.0000	1.8714	true	NONE	159	1.0048	0.4271	1.7454	53461001	53461001
chr16	53625001	54921000	DIPLOID	608	0.8142	0.0057	0.1000	0.6874	1.0112	1.0058	2.0105	0.1000	0.1628	2.0162	0.0000	0.0000	2.0030	true	NONE	1259	0.9972	0.4181	1.8019	53625001	53626001
chr16	54921001	55107000	DIPLOID	43	0.8043	0.0411	0.1407	0.6918	1.0494	1.0409	1.9955	0.1000	0.1936	2.0366	0.0000	0.0000	1.9785	true	NONE	179	0.9798	0.4664	1.7817	54921001	54921001
chr16	55107001	56366000	DIPLOID	798	0.8182	0.0263	0.1000	0.7271	1.0546	1.0512	2.1742	0.5470	0.5294	2.2005	0.0000	0.0000	2.1363	true	NONE	1158	0.9881	0.4364	1.8592	55107001	55107001
chr16	56366001	56369000	DIPLOID	0	0.0000	1.1497	0.4810	0.7484	0.8986	0.8970	1.1497	0.4810	0.0000	2.2993	0.0000	0.0000	2.4184	true	NONE	2	0.5000	0.4820	1.1197	56366001	56366001
chr16	56369001	57266000	DIPLOID	481	0.8235	-0.0357	0.1759	0.6733	0.9620	0.9608	1.9862	0.1000	0.2272	1.9505	0.0000	0.0000	1.9951	true	NONE	852	1.0183	0.4612	1.8088	56369001	56369001
chr16	57266001	57375000	DIPLOID	97	0.8302	-0.1231	0.5890	0.5889	0.8606	0.8592	1.6821	0.8292	1.1774	1.5590	0.0000	0.0000	1.7227	true	NONE	106	1.0790	0.4752	1.7221	57266001	57266001
chr16	57375001	57799000	DIPLOID	186	0.8182	-0.0076	0.1000	0.6870	0.9699	0.9682	2.0219	0.1000	0.1636	2.0143	0.0000	0.0000	2.0497	true	NONE	368	1.0038	0.5128	1.8118	57375001	57375001
chr16	57799001	58569000	DIPLOID	532	0.8242	-0.0668	0.3268	0.6380	0.9352	0.9344	1.8537	0.4716	0.6581	1.7869	0.0000	0.0000	1.8630	true	NONE	729	1.0374	0.4673	1.7682	57799001	57799001
chr16	58569001	58584000	HET_DELETION	16	0.7980	0.0048	0.1000	0.6313	0.8108	0.8126	1.7510	0.7167	0.6517	1.7558	0.0000	0.0000	1.9780	true	NONE	15	0.9973	0.4019	1.6985	58569001	58569001
chr16	58584001	58640000	HET_DELETION	64	0.8333	-0.1661	0.7751	0.5443	0.7798	0.7819	1.5181	0.9622	1.4476	1.3519	0.0000	0.0000	1.6105	true	NONE	55	1.1229	0.4457	1.6737	58584001	58584001
chr16	58640001	58643000	HET_DELETION	0	0.0000	0.0000	0.1000	0.1029	0.3454	0.3463	-0.6970	2.6657	0.0000	-0.6970	0.0000	0.0000	0.0720	true	NONE	3	1.0000	0.4827	2.0788	58640001	58640001
chr16	58643001	58835000	DIPLOID	214	0.8235	-0.1082	0.5214	0.5847	0.8628	0.8664	1.6479	0.8707	1.1464	1.5397	0.0000	0.0000	1.7008	true	NONE	182	1.0703	0.4488	1.7025	58569001	58643001
chr16	58835001	58857000	DIPLOID	17	0.8036	0.0047	0.1000	0.6494	0.8972	0.9016	1.8351	0.5227	0.5004	1.8398	0.0000	0.0000	1.9605	true	NONE	18	0.9974	0.3987	1.7321	58835001	58835001
chr16	58857001	60470000	DIPLOID	1011	0.8095	0.0113	0.1000	0.6769	0.9979	1.0064	1.9562	0.1498	0.2022	1.9674	0.0000	0.0000	1.9699	true	NONE	1479	0.9943	0.3717	1.7780	58857001	58857001
chr16	60470001	60629000	DIPLOID	110	0.8000	0.0505	0.1722	0.6870	0.9866	0.9973	1.9638	0.1238	0.2368	2.0143	0.0000	0.0000	2.0301	true	NONE	145	0.9749	0.3553	1.7653	60470001	60470001
chr16	60629001	66409000	DIPLOID	3353	0.8082	0.0303	0.1039	0.6937	1.0390	1.0342	2.0151	0.1000	0.1648	2.0454	0.0000	0.0000	1.9996	true	NONE	5562	0.9852	0.3791	1.7939	60629001	60629001
